"h3id","day","month","year","counta","max_length","mean_speed","median_level","bool_highway","bool_ramps","count_highway","count_streets","count_primary","count_secondary","count_primary_street","count_primary_ramps"
"89a8100e6b3ffff","13","4","2019","930","719","0.4979778972520907","5","0","0","0","47","0","8","875","0"
"89a8100c007ffff","25","4","2019","183","1434","1.979386763812994","3","0","0","0","0","0","0","183","0"
"89a8100e5d3ffff","16","4","2019","220","2080","2.595694444444443","3","0","0","0","177","0","0","43","0"
"89a8100e1c3ffff","6","4","2019","132","813","2.603409090909093","2","0","0","0","7","0","0","125","0"
"89a8100e193ffff","23","4","2019","361","896","1.770506309633734","3","0","0","0","171","0","128","62","0"
"89a8100eb8bffff","30","4","2019","195","405","1.6132336182336187","3","0","0","0","195","0","0","0","0"
"89a8100e6b3ffff","15","4","2019","1002","719","0.6711770902639175","5","0","0","0","18","0","29","955","0"
"89a8100eb37ffff","15","4","2019","252","534","2.0741622574955905","3","0","0","0","55","0","0","197","0"
"89a81000e97ffff","4","4","2019","47","567","2.299763593380615","3","0","0","0","47","0","0","0","0"
"89a8100e32fffff","2","4","2019","112","661","2.121130952380955","3","0","0","0","0","0","0","112","0"
"89a8100c007ffff","11","4","2019","142","1434","2.18971048513302","3","0","0","0","30","0","0","112","0"
"89a8100c123ffff","9","4","2019","468","906","2.917681623931623","2","0","0","0","288","0","0","180","0"
"89a8100c277ffff","16","4","2019","369","640","1.803410117434505","3","0","0","0","213","0","0","156","0"
"89a8100c5bbffff","1","4","2019","121","269","0.9791781450872364","3","0","0","0","121","0","0","0","0"
"89a8100e8d7ffff","23","4","2019","478","1997","1.8097512784751302","3","0","0","0","117","0","0","361","0"
"89a8100c5bbffff","23","4","2019","165","1184","1.3709090909090915","3","0","0","0","148","0","0","17","0"
"89a8100c277ffff","6","4","2019","75","497","1.835185185185184","3","0","0","0","18","0","0","57","0"
"89a8100e5d3ffff","28","4","2019","24","232","1.5848379629629623","3","0","0","0","24","0","0","0","0"
"89a81000d03ffff","16","4","2019","2","838","5.819444444444445","2","0","0","0","2","0","0","0","0"
"89a8100c007ffff","21","4","2019","32","514","1.9184027777777777","3","0","0","0","0","0","0","32","0"
"89a81000d03ffff","2","4","2019","4","648","4.221527777777778","3","0","0","0","4","0","0","0","0"
"89a8100e193ffff","8","4","2019","419","946","2.2040042429063917","3","0","0","0","172","0","59","188","0"
"89a8100e3b3ffff","15","4","2019","28","449","1.6055555555555558","3","0","0","0","28","0","0","0","0"
"89a8100e5d3ffff","14","4","2019","3","580","2.0935185185185183","1","0","0","0","3","0","0","0","0"
"89a8100eb8bffff","2","4","2019","324","451","1.4473422496570645","3","0","0","0","324","0","0","0","0"
"89a8100eb37ffff","2","4","2019","160","572","2.29421875","3","0","0","0","26","0","0","134","0"
"89a8100c17bffff","3","4","2019","98","707","1.7509070294784586","3","0","0","0","14","0","0","84","0"
"89a8100e107ffff","15","4","2019","500","904","2.1450833333333343","3","0","0","0","0","0","0","500","0"
"89a8100c277ffff","19","4","2019","20","215","1.0587500000000003","3","0","0","0","17","0","0","3","0"
"89a8100e5d3ffff","5","4","2019","223","2080","3.2617588440458403","3","0","0","0","141","0","0","82","0"
"89a81000e97ffff","22","4","2019","21","625","2.7496031746031755","2","0","0","0","21","0","0","0","0"
"89a81039cdbffff","20","4","2019","20","558","3.041805555555556","2","0","0","0","2","0","0","18","0"
"89a8103b053ffff","19","4","2019","13","637","1.8297008547008546","3","0","0","0","13","0","0","0","0"
"89a8100e6b3ffff","10","4","2019","1319","832","1.0304270912307312","5","0","0","0","376","0","28","915","0"
"89a8100c277ffff","28","4","2019","11","231","1.2333333333333334","3","0","0","0","11","0","0","0","0"
"89a8100eb37ffff","12","4","2019","177","560","2.0858286252354046","3","0","0","0","40","0","0","137","0"
"89a8100c123ffff","16","4","2019","384","850","2.730432581018517","2","0","0","0","272","0","0","112","0"
"89a8100e94bffff","4","4","2019","191","675","1.5017015706806283","4","0","0","0","68","0","0","123","0"
"89a8100e193ffff","6","4","2019","53","896","3.22395178197065","3","0","0","0","17","0","15","21","0"
"89a8100eb8bffff","12","4","2019","315","580","1.4896384479717797","3","0","0","0","315","0","0","0","0"
"89a8103b053ffff","26","4","2019","22","320","2.3371212121212124","2","0","0","0","22","0","0","0","0"
"89a8100e3b3ffff","29","4","2019","319","537","0.9783437826541278","4","0","0","0","319","0","0","0","0"
"89a8100e107ffff","2","4","2019","389","646","2.0058840331333916","3","0","0","0","0","0","0","389","0"
"89a8103b163ffff","3","4","2019","4","1403","11.386111111111111","1","0","0","0","0","0","4","0","0"
"89a8100c133ffff","22","4","2019","242","829","3.006462350780532","2","0","0","0","229","0","0","13","0"
"89a8100e1c3ffff","16","4","2019","379","827","2.5729624743476953","2","0","0","0","0","0","0","379","0"
"89a8100eb87ffff","28","4","2019","137","510","1.7825628548256267","3","0","0","0","57","0","0","80","0"
"89a8100e3b3ffff","27","4","2019","158","871","3.3474859353023922","2","0","0","0","158","0","0","0","0"
"89a8100eb37ffff","30","4","2019","190","560","2.380964912280703","3","0","0","0","35","0","0","155","0"
"89a81000c5bffff","6","4","2019","70","350","1.3490079365079375","2","0","0","0","70","0","0","0","0"
"89a8100eb87ffff","26","4","2019","61","579","1.8456739526411647","3","0","0","0","46","0","0","15","0"
"89a8100c17bffff","7","4","2019","75","235","0.9795185185185187","4","0","0","0","0","0","0","75","0"
"89a8100eb87ffff","14","4","2019","82","398","1.6478997289972899","3","0","0","0","75","0","0","7","0"
"89a8103b053ffff","28","4","2019","123","806","2.0763775971093046","3","0","0","0","123","0","0","0","0"
"89a8103b163ffff","26","4","2019","2","3521","5.063888888888889","3","1","0","2","0","0","0","0","0"
"89a8100ed43ffff","1","4","2019","47","497","1.398345153664302","4","0","0","0","2","0","0","45","0"
"89a81000e97ffff","8","4","2019","40","429","2.035486111111111","2","0","0","0","40","0","0","0","0"
"89a81000d47ffff","18","4","2019","23","342","2.0484299516908204","2","0","0","0","23","0","0","0","0"
"89a8100e107ffff","14","4","2019","20","596","1.8611111111111114","3","0","0","0","0","0","0","20","0"
"89a8100e1c3ffff","21","4","2019","63","987","2.915167548500882","2","0","0","0","25","0","0","38","0"
"89a81000d03ffff","9","4","2019","16","1059","4.927604166666667","2","0","0","0","16","0","0","0","0"
"89a8100c007ffff","5","4","2019","293","1434","2.201412590064466","3","0","0","0","44","0","0","249","0"
"89a8100c007ffff","9","4","2019","159","1434","2.0723270440251578","3","0","0","0","43","0","0","116","0"
"89a8100c497ffff","10","4","2019","227","1305","3.023201174743026","3","0","0","0","4","0","0","223","0"
"89a8100e32fffff","26","4","2019","69","661","3.0860305958132037","3","0","0","0","0","0","0","69","0"
"89a81071467ffff","17","4","2019","16","910","2.613888888888888","3","0","0","0","0","0","0","16","0"
"89a8100eb37ffff","5","4","2019","248","572","2.3114919354838714","3","0","0","0","45","0","0","203","0"
"89a8100e1c3ffff","14","4","2019","21","929","2.6576719576719574","3","0","0","0","19","0","0","2","0"
"89a81000c5bffff","18","4","2019","4","208","1.4819444444444445","3","0","0","0","4","0","0","0","0"
"89a8100e8d7ffff","21","4","2019","9","256","1.3956790123456793","2","0","0","0","7","0","0","2","0"
"89a8100c133ffff","29","4","2019","355","829","2.647769953051643","2","0","0","0","327","0","0","28","0"
"89a8103b053ffff","14","4","2019","66","360","1.6797979797979796","3","0","0","0","66","0","0","0","0"
"89a8100c007ffff","20","4","2019","87","514","1.762739463601533","2","0","0","0","23","0","0","64","0"
"89a81071093ffff","19","4","2019","16","647","3.093055555555555","3","0","0","0","0","0","0","16","0"
"89a8100eb87ffff","21","4","2019","24","155","1.0905092592592593","2","0","0","0","5","0","0","19","0"
"89a8100eb87ffff","8","4","2019","131","579","1.7624893977947413","3","0","0","0","30","0","0","101","0"
"89a81073367ffff","22","4","2019","11","642","2.646969696969697","2","0","0","0","0","0","0","11","0"
"89a81071477ffff","22","4","2019","8","283","1.6104166666666666","3","0","0","0","8","0","0","0","0"
"89a8100c497ffff","2","4","2019","171","1305","2.3031026640675774","3","0","0","0","19","0","0","152","0"
"89a8100e107ffff","10","4","2019","578","552","2.013456362937333","3","0","0","0","5","0","0","573","0"
"89a8100c277ffff","10","4","2019","285","393","1.5413060428849916","3","0","0","0","105","0","0","180","0"
"89a8100e94bffff","1","4","2019","61","387","1.8027322404371586","2","0","0","0","46","0","0","15","0"
"89a81071467ffff","16","4","2019","70","1408","1.6476587301587304","4","0","0","0","0","0","0","70","0"
"89a8103b637ffff","11","4","2019","65","478","2.3120512820512813","1","0","0","0","65","0","0","0","0"
"89a8100e1c3ffff","10","4","2019","421","931","2.238935075217735","3","0","0","0","131","0","0","290","0"
"89a810714b3ffff","26","4","2019","104","832","2.5060363247863253","3","0","0","0","104","0","0","0","0"
"89a8100c123ffff","27","4","2019","86","750","2.840826873385014","2","0","0","0","83","0","0","3","0"
"89a8100e32fffff","17","4","2019","47","661","2.0785460992907794","3","0","0","0","0","0","0","47","0"
"89a81000d03ffff","13","4","2019","15","169","1.3942592592592595","3","0","0","0","15","0","0","0","0"
"89a8103b637ffff","25","4","2019","2","364","1.425","3","0","0","0","2","0","0","0","0"
"89a810714b3ffff","8","4","2019","12","279","1.684722222222222","3","0","0","0","12","0","0","0","0"
"89a8100e1c3ffff","29","4","2019","323","1683","2.4524337805297542","3","0","0","0","2","0","0","321","0"
"89a8100ee4fffff","12","4","2019","154","572","1.6736652236652243","4","0","0","0","138","0","0","16","0"
"89a81039dc3ffff","18","4","2019","5","526","4.193888888888888","2","0","0","0","0","0","0","5","0"
"89a8100eb8bffff","28","4","2019","2","432","2.375","1","0","0","0","2","0","0","0","0"
"89a81000e97ffff","10","4","2019","36","366","1.7079475308641976","3","0","0","0","36","0","0","0","0"
"89a8100e9c3ffff","21","4","2019","12","154","1.1875","2","0","0","0","12","0","0","0","0"
"89a810383bbffff","15","4","2019","6","635","1.9675925925925926","3","0","0","0","6","0","0","0","0"
"89a8100eb37ffff","4","4","2019","240","558","2.0419907407407427","3","0","0","0","102","0","0","138","0"
"89a8100c123ffff","24","4","2019","322","906","2.9718771566597635","2","0","0","0","221","0","0","101","0"
"89a8100e3b3ffff","4","4","2019","135","515","1.5611316872427972","4","0","0","0","135","0","0","0","0"
"89a8100e107ffff","30","4","2019","465","552","1.8446415770609312","3","0","0","0","0","0","0","465","0"
"89a81071093ffff","18","4","2019","161","742","3.532815734989646","3","0","0","0","0","0","0","161","0"
"89a8100c007ffff","19","4","2019","38","479","1.7078216374269004","2","0","0","0","23","0","0","15","0"
"89a8100e5d3ffff","22","4","2019","211","2080","1.9616377040547706","3","0","0","0","176","0","0","35","0"
"89a8100eb8bffff","4","4","2019","274","580","1.4983779399837802","3","0","0","0","274","0","0","0","0"
"89a8100ed43ffff","25","4","2019","53","203","1.1676624737945491","4","0","0","0","21","0","0","32","0"
"89a81071467ffff","8","4","2019","168","995","3.6525462962962987","2","0","0","0","0","0","0","168","0"
"89a81000d47ffff","27","4","2019","9","498","2.559259259259259","2","0","0","0","9","0","0","0","0"
"89a8100e1c3ffff","19","4","2019","15","459","1.814814814814815","3","0","0","0","11","0","0","4","0"
"89a8100e94bffff","27","4","2019","45","387","2.3214197530864196","1","0","0","0","31","0","0","14","0"
"89a8100c17bffff","1","4","2019","46","438","1.7630434782608697","3","0","0","0","15","0","0","31","0"
"89a81039dc3ffff","9","4","2019","2","2612","6.861111111111111","3","1","0","2","0","0","0","0","0"
"89a8100e5d3ffff","24","4","2019","238","2080","3.2185457516339886","3","0","0","0","164","0","0","74","0"
"89a8100e6b3ffff","2","4","2019","1046","719","0.7887959422137248","5","0","0","0","59","0","14","973","0"
"89a81039cdbffff","3","4","2019","43","558","3.539793281653746","2","0","0","0","0","0","0","43","0"
"89a8100ed43ffff","23","4","2019","58","328","1.341522988505747","4","0","0","0","0","0","0","58","0"
"89a8100e94bffff","10","4","2019","62","675","1.7435931899641575","3","0","0","0","16","0","0","46","0"
"89a8100eb87ffff","22","4","2019","31","268","1.533691756272401","3","0","0","0","31","0","0","0","0"
"89a810714b3ffff","16","4","2019","13","174","1.2448717948717947","3","0","0","0","13","0","0","0","0"
"89a8100ed43ffff","8","4","2019","65","203","0.7260683760683763","4","0","0","0","49","0","0","16","0"
"89a81071093ffff","20","4","2019","11","608","3.2664141414141414","3","0","0","0","0","0","0","11","0"
"89a8100e32fffff","24","4","2019","128","713","2.6429253472222216","3","0","0","0","1","0","0","127","0"
"89a8100c123ffff","22","4","2019","141","906","3.2734042553191496","2","0","0","0","102","0","0","39","0"
"89a81071477ffff","25","4","2019","35","667","3.397857142857145","2","0","0","0","35","0","0","0","0"
"89a8100c1b3ffff","8","4","2019","517","977","2.5447668171072433","3","0","0","0","94","0","0","423","0"
"89a8100e3b3ffff","2","4","2019","35","328","1.6258730158730157","3","0","0","0","35","0","0","0","0"
"89a81073367ffff","2","4","2019","41","535","2.5249999999999986","3","0","0","0","0","0","0","41","0"
"89a81071097ffff","23","4","2019","2","812","3.4138888888888888","1","0","0","0","2","0","0","0","0"
"89a8100e94bffff","12","4","2019","169","979","1.6832511505588426","3","0","0","0","25","0","0","144","0"
"89a8100ee4fffff","20","4","2019","4","572","4.019444444444445","2","0","0","0","4","0","0","0","0"
"89a8100e9c3ffff","26","4","2019","21","155","1.2001322751322752","4","0","0","0","0","0","0","21","0"
"89a8103b627ffff","12","4","2019","2","275","1.5916666666666666","3","0","0","0","2","0","0","0","0"
"89a8100ed43ffff","6","4","2019","2","248","1.2138888888888888","3","0","0","0","2","0","0","0","0"
"89a8100c123ffff","2","4","2019","347","906","3.0127841818764036","2","0","0","0","179","0","0","168","0"
