"h3id","day","month","year","counta","max_length","mean_speed","median_level","bool_highway","bool_ramps","count_highway","count_streets","count_primary","count_secondary","count_primary_street","count_primary_ramps"
"898e62c0cd7ffff","12","4","2019","138","961","1.536111111111111","3","0","0","0","59","0","0","79","0"
"898e62c0c2fffff","25","4","2019","238","1106","2.852194211017742","3","0","0","0","6","0","0","232","0"
"898e62c0e2bffff","11","4","2019","45","1194","1.6732098765432097","4","0","0","0","0","0","0","45","0"
"898e62c0c2fffff","17","4","2019","258","1106","2.561670973298879","3","0","0","0","10","0","0","248","0"
"898e62d4a43ffff","13","4","2019","99","1212","2.224074074074074","3","0","0","0","0","0","0","99","0"
"898e62d5937ffff","12","4","2019","8","232","1.3069444444444445","3","0","0","0","0","0","0","8","0"
"898e62c0e2bffff","8","4","2019","10","695","2.9699999999999998","3","0","0","0","0","0","0","10","0"
"898e62c5447ffff","1","4","2019","220","833","2.0635606060606047","3","0","0","0","125","0","0","95","0"
"898e62c722bffff","5","4","2019","66","469","2.0281986531986527","3","0","0","0","24","0","0","42","0"
"898e62c548fffff","17","4","2019","14","2204","1.5123015873015875","4","0","0","0","0","0","0","14","0"
"898e62c0e6bffff","30","4","2019","18","626","1.309104938271605","3","0","0","0","16","0","0","2","0"
"898e62d0e1bffff","14","4","2019","9","923","3.290432098765432","2","0","0","0","0","0","0","9","0"
"898e62d582bffff","15","4","2019","19","540","3.330994152046783","3","0","0","0","0","0","0","19","0"
"898e62c0e6bffff","5","4","2019","91","626","1.146611721611721","4","0","0","0","83","0","0","8","0"
"898e62d5937ffff","5","4","2019","20","330","2.397638888888888","3","0","0","0","0","0","0","20","0"
"898e62d4a43ffff","21","4","2019","27","634","2.1582304526748968","3","0","0","0","10","0","0","17","0"
"898e62c5447ffff","27","4","2019","112","421","1.7514384920634922","3","0","0","0","38","0","0","74","0"
"898e62d4a43ffff","25","4","2019","91","667","2.0114468864468855","3","0","0","0","0","0","0","91","0"
"898e62c0e6bffff","8","4","2019","39","328","1.1430911680911682","3","0","0","0","27","0","0","12","0"
"898e62c3137ffff","16","4","2019","11","234","1.3232323232323233","2","0","0","0","11","0","0","0","0"
"898e62d0e1bffff","10","4","2019","30","392","2.5454629629629637","3","0","0","0","0","0","0","30","0"
