,h3id
1130,8966d3381a3ffff
1131,8966d33aa6bffff
1132,8966d33aa67ffff
1133,8966d33aa2fffff
1134,8966d33ab13ffff
1135,8966d33a94fffff
1136,8966d33a947ffff
1137,8966d33a903ffff
1138,8966d33a913ffff
1139,8966d33a91bffff
1140,8966d33a9cbffff
1141,8966d33a823ffff
1142,8966d33a877ffff
1143,8966d33a87bffff
1144,8966d33aa13ffff
1145,8966d33aa53ffff
1146,8966d33aa5bffff
1147,8966d33818bffff
1148,8966d3381c7ffff
1149,8966d338113ffff
1150,8966d338117ffff
1151,8966d3381a7ffff
1152,8966d33aa6fffff
1153,8966d33ab53ffff
1154,8966d33ab1bffff
1155,8966d33abb3ffff
1156,8966d33a90bffff
1157,8966d33a917ffff
1158,8966d33a9c7ffff
1159,8966d33a837ffff
1160,8966d33a83bffff
1161,8966d33aab3ffff
1162,8966d33aa8fffff
1163,8966d33aacfffff
1164,8966d338193ffff
1165,8966d33819bffff
1166,8966d3381d7ffff
1167,8966d3381c3ffff
1168,8966d3381cfffff
1169,8966d33811bffff
1170,8966d338103ffff
1171,8966d3381abffff
1172,8966d338c93ffff
1173,8966d33ab5bffff
1174,8966d33abbbffff
1175,8966d33a97bffff
1176,8966d33a973ffff
1177,8966d33a90fffff
1178,8966d33a907ffff
1179,8966d33a9abffff
1180,8966d33a9a3ffff
1181,8966d33a9bbffff
1182,8966d33a98fffff
1183,8966d33a98bffff
1184,8966d33a9c3ffff
1185,8966d33a873ffff
1186,8966d33aac7ffff
1187,8966d338527ffff
1188,8966d33852fffff
1189,8966d33856fffff
1190,8966d3381d3ffff
1191,8966d3381dbffff
1192,8966d3381cbffff
1193,8966d338027ffff
1194,8966d338153ffff
1195,8966d338157ffff
1196,8966d338107ffff
1197,8966d3381afffff
1198,8966d338cd3ffff
1199,8966d338c9bffff
1200,8966d33ab57ffff
1201,8966d33ab17ffff
1202,8966d33abb7ffff
1203,8966d33a93bffff
1204,8966d33a933ffff
1205,8966d33a9afffff
1206,8966d338b2bffff
1207,8966d338b67ffff
1208,8966d338b63ffff
1209,8966d338b6bffff
1210,8966d338b6fffff
1211,8966d32a593ffff
1212,8966d338b27ffff
1213,8966d338b2fffff
1214,8966d338b23ffff
1215,8966d338b77ffff
1216,8966d32a4b7ffff
1217,8966d32a4a7ffff
1218,8966d32a4a3ffff
1219,8966d32a5d3ffff
1220,8966d32a59bffff
1221,8966d321653ffff
1222,8966d3216cbffff
1223,8966d338b7bffff
1224,8966d32a4abffff
1225,8966d32a4afffff
1226,8966d32a597ffff
1227,8966d32165bffff
1228,8966d3216cfffff
1229,8966d3216c3ffff
1230,8966d338b37ffff
1231,8966d338b3bffff
1232,8966d338b73ffff
1233,8966d32a4b3ffff
1234,8966d32a4bbffff
1235,8966d32a417ffff
1236,8966d32a403ffff
1237,8966d32a407ffff
1238,8966d32a433ffff
1239,8966d32a5dbffff
1240,8966d32a5d7ffff
1241,8966d321657ffff
1242,8966d321613ffff
1243,8966d32168bffff
1244,8966d3216c7ffff
1245,8966d3216dbffff
1246,8966d338b33ffff
1247,8966d338b4fffff
1248,8966d32a413ffff
1249,8966d32a41bffff
1250,8966d32a40bffff
1251,8966d32a40fffff
1252,8966d32a43bffff
1253,8966d32a437ffff
1254,8966d32a5c3ffff
1255,8966d32a583ffff
1256,8966d321643ffff
1257,8966d32161bffff
1258,8966d3216bbffff
1259,8966d32168fffff
1260,8966d3216d7ffff
1261,8966d338b0fffff
1262,8966d32a487ffff
1263,8966d32a48fffff
1264,8966d32a457ffff
1265,8966d32a443ffff
1266,8966d32a447ffff
1267,8966d32a473ffff
1268,8966d32a58bffff
1269,8966d32164bffff
1270,8966d32160bffff
1271,8966d321603ffff
1272,8966d321617ffff
1273,8966d3216b3ffff
1274,8966d32144bffff
1275,8966d321687ffff
1276,8966d321683ffff
1277,8966d32169bffff
1278,8966d3216d3ffff
1279,8966d338bafffff
1280,8966d338b07ffff
1281,8966d338b47ffff
1282,8966d32a4c7ffff
1283,8966d32a4cfffff
1284,8966d32a453ffff
1285,8966d32a45bffff
1286,8966d32a44bffff
1287,8966d32a44fffff
1288,8966d32a47bffff
1289,8966d32a477ffff
1290,8966d32a423ffff
1291,8966d32a5cbffff
1292,8966d32a5c7ffff
1293,8966d32a587ffff
1294,8966d321647ffff
1295,8966d3216abffff
1296,8966d3216a3ffff
1297,8966d32147bffff
1298,8966d32144fffff
1299,8966d321697ffff
1300,8966d338b0bffff
1301,8966d338b4bffff
1302,8966d32a48bffff
1303,8966d32a4cbffff
1304,8966d339927ffff
1305,8966d33992fffff
1306,8966d32a697ffff
1307,8966d32a693ffff
1308,8966d32a683ffff
1309,8966d32a687ffff
1310,8966d32a6b3ffff
1311,8966d32a42bffff
1312,8966d32a58fffff
1313,8966d32164fffff
1314,8966d32160fffff
1315,8966d321607ffff
1316,8966d3216b7ffff
1317,8966d321473ffff
1318,8966d321447ffff
1319,8966d321443ffff
1320,8966d32145bffff
1321,8966d321693ffff
1322,8966d33896fffff
1323,8966d338ba7ffff
1324,8966d338babffff
1325,8966d338b43ffff
1326,8966d32a483ffff
1327,8966d32a4c3ffff
1328,8966d32a69bffff
1329,8966d32a6d7ffff
1330,8966d32a68bffff
1331,8966d32a68fffff
1332,8966d32a6bbffff
1333,8966d32a6b7ffff
1334,8966d32a463ffff
1335,8966d32a427ffff
1336,8966d32a5cfffff
1337,8966d32a5b3ffff
1338,8966d321673ffff
1339,8966d3216afffff
1340,8966d3216a7ffff
1341,8966d32146bffff
1342,8966d321463ffff
1343,8966d33880fffff
1344,8966d338803ffff
1345,8966d33880bffff
1346,8966d338857ffff
1347,8966d338847ffff
1348,8966d338843ffff
1349,8966d338807ffff
1350,8966d33885bffff
1351,8966d33884bffff
1352,8966d338a97ffff
1353,8966d338a87ffff
1354,8966d33884fffff
1355,8966d338873ffff
1356,8966d3388afffff
1357,8966d3388a3ffff
1358,8966d3388abffff
1359,8966d338817ffff
1360,8966d33881bffff
1361,8966d338853ffff
1362,8966d338a83ffff
1363,8966d338ab3ffff
1364,8966d33887bffff
1365,8966d33883bffff
1366,8966d338833ffff
1367,8966d3388a7ffff
1368,8966d3388bbffff
1369,8966d338813ffff
1370,8966d338a93ffff
1371,8966d338a9bffff
1372,8966d338ad7ffff
1373,8966d338a8bffff
1374,8966d338a8fffff
1375,8966d338877ffff
1376,8966d338837ffff
1377,8966d3389dbffff
1378,8966d338d6fffff
1379,8966d338d6bffff
1380,8966d3388b7ffff
1381,8966d3388cfffff
1382,8966d338e2fffff
1383,8966d338e6fffff
1384,8966d338ad3ffff
1385,8966d338ac3ffff
1386,8966d338ac7ffff
1387,8966d338a13ffff
1388,8966d338abbffff
1389,8966d338ab7ffff
1390,8966d338823ffff
1391,8966d3389d3ffff
1392,8966d338993ffff
1393,8966d338d67ffff
1394,8966d338d63ffff
1395,8966d338d7bffff
1396,8966d3388b3ffff
1397,8966d33888fffff
1398,8966d3388c7ffff
1399,8966d338e27ffff
1400,8966d338e67ffff
1401,8966d338adbffff
1402,8966d339d37ffff
1403,8966d338acbffff
1404,8966d338acfffff
1405,8966d338a17ffff
1406,8966d338863ffff
1407,8966d33882bffff
1408,8966d3389cbffff
1409,8966d3389c3ffff
1410,8966d3389d7ffff
1411,8966d33899bffff
1412,8966d338d2fffff
1413,8966d338d2bffff
1414,8966d338d77ffff
1415,8966d3388cbffff
1416,8966d338e2bffff
1417,8966d338e6bffff
1418,8966d339da7ffff
1419,8966d339dafffff
1420,8966d339d33ffff
1421,8966d339d3bffff
1422,8966d339d23ffff
1423,8966d339d27ffff
1424,8966d338a53ffff
1425,8966d338a1bffff
1426,8966d338aa3ffff
1427,8966d33886bffff
1428,8966d33898bffff
1429,8966d338983ffff
1430,8966d338997ffff
1431,8966d323253ffff
1432,8966d338d27ffff
1433,8966d338d23ffff
1434,8966d338d3bffff
1435,8966d338d73ffff
1436,8966d338d4fffff
1437,8966d338887ffff
1438,8966d33888bffff
1439,8966d338e23ffff
1440,8966d338e63ffff
1441,8966d339dabffff
1442,8966d339d07ffff
1443,8966d339d0fffff
1444,8966d339d77ffff
1445,8966d339d2bffff
1446,8966d339d2fffff
1447,8966d338a5bffff
1448,8966d338a57ffff
1449,8966d338a03ffff
1450,8966d338aabffff
1451,8966d338867ffff
1452,8966d338827ffff
1453,8966d3389c7ffff
1454,8966d32325bffff
1455,8966d3232cfffff
1456,8966d3232cbffff
1457,8966d338d37ffff
1458,8966d338d0fffff
1459,8966d338d47ffff
1460,8966d338d4bffff
1461,8966d3388c3ffff
1462,8966d338e37ffff
1463,8966d338e77ffff
1464,8966d339db7ffff
1465,8966d339da3ffff
1466,8966d339d73ffff
1467,8966d339d7bffff
1468,8966d339d63ffff
1469,8966d339d67ffff
1470,8966d339993ffff
1471,8966d338aa7ffff
1472,8966d33886fffff
1473,8966d33882fffff
1474,8966d3389cfffff
1475,8966d33898fffff
1476,8966d338987ffff
1477,8966d32324bffff
1478,8966d323243ffff
1479,8966d323257ffff
1480,8966d328013ffff
1481,8966d3280c7ffff
1482,8966d3280cfffff
1483,8966d328053ffff
1484,8966d328057ffff
1485,8966d32801bffff
1486,8966d32808fffff
1487,8966d3280cbffff
1488,8966d328627ffff
1489,8966d32862fffff
1490,8966d32805bffff
1491,8966d328003ffff
1492,8966d328017ffff
1493,8966d3280b3ffff
1494,8966d328087ffff
1495,8966d32808bffff
1496,8966d3280c3ffff
1497,8966d328623ffff
1498,8966d32862bffff
1499,8966d328293ffff
1500,8966d328667ffff
1501,8966d328297ffff
1502,8966d328043ffff
1503,8966d32800bffff
1504,8966d3280bbffff
1505,8966d3280a3ffff
1506,8966d3280b7ffff
1507,8966d32854fffff
1508,8966d328637ffff
1509,8966d328663ffff
1510,8966d32866fffff
1511,8966d32829bffff
1512,8966d3280abffff
1513,8966d328573ffff
1514,8966d32857bffff
1515,8966d328547ffff
1516,8966d32854bffff
1517,8966d328083ffff
1518,8966d3280d7ffff
1519,8966d3280dbffff
1520,8966d32863bffff
1521,8966d328677ffff
1522,8966d32866bffff
1523,8966d3295a7ffff
1524,8966d3282d3ffff
1525,8966d3282d7ffff
1526,8966d328283ffff
1527,8966d32804bffff
1528,8966d328047ffff
1529,8966d328007ffff
1530,8966d3280a7ffff
1531,8966d32856bffff
1532,8966d328563ffff
1533,8966d328577ffff
1534,8966d32850fffff
1535,8966d328543ffff
1536,8966d328097ffff
1537,8966d32809bffff
1538,8966d328633ffff
1539,8966d32867bffff
1540,8966d3295b7ffff
1541,8966d3295a3ffff
1542,8966d3295afffff
1543,8966d3282dbffff
1544,8966d3282c3ffff
1545,8966d32828bffff
1546,8966d328287ffff
1547,8966d32800fffff
1548,8966d3280afffff
1549,8966d328567ffff
1550,8966d328523ffff
1551,8966d328533ffff
1552,8966d32853bffff
1553,8966d328507ffff
1554,8966d32850bffff
1555,8966d3280d3ffff
1556,8966d328673ffff
1557,8966d3295bbffff
1558,8966d3295abffff
1559,8966d329507ffff
1560,8966d329533ffff
1561,8966d329537ffff
1562,8966d32804fffff
1563,8966d328073ffff
1564,8966d328033ffff
1565,8966d3281d3ffff
1566,8966d32856fffff
1567,8966d32852bffff
1568,8966d328537ffff
1569,8966d3285afffff
1570,8966d328503ffff
1571,8966d328557ffff
1572,8966d32855bffff
1573,8966d328093ffff
1574,8966d32846fffff
1575,8966d3286afffff
1576,8966d32860fffff
1577,8966d32864fffff
1578,8966d3295b3ffff
1579,8966d329517ffff
1580,8966d329503ffff
1581,8966d32950fffff
1582,8966d32953bffff
1583,8966d3282cbffff
1584,8966d3282c7ffff
1585,8966d32828fffff
1586,8966d3282b3ffff
1587,8966d32803bffff
1588,8966d3281dbffff
1589,8966d328193ffff
1590,8966d32852fffff
1591,8966d328527ffff
1592,8966d32aacbffff
1593,8966d32aac3ffff
1594,8966d32aad3ffff
1595,8966d32aadbffff
1596,8966d3285a7ffff
1597,8966d3285abffff
1598,8966d32851bffff
1599,8966d328553ffff
1600,8966d3286a7ffff
1601,8966d328607ffff
1602,8966d328647ffff
1603,8966d329587ffff
1604,8966d32958fffff
1605,8966d329513ffff
1606,8966d32951bffff
1607,8966d329557ffff
1608,8966d329547ffff
1609,8966d329573ffff
1610,8966d329577ffff
1611,8966d329523ffff
1612,8966d3282cfffff
1613,8966d328213ffff
1614,8966d32807bffff
1615,8966d328077ffff
1616,8966d328037ffff
1617,8966d3281d7ffff
1618,8966d32819bffff
1619,8966d32aa53ffff
1620,8966d32aacfffff
1621,8966d321ec7ffff
1622,8966d321ec3ffff
1623,8966d321ecbffff
1624,8966d321327ffff
1625,8966d321e53ffff
1626,8966d321ecfffff
1627,8966d321e8bffff
1628,8966d321337ffff
1629,8966d321323ffff
1630,8966d32132bffff
1631,8966d32132fffff
1632,8966d321e1bffff
1633,8966d321e13ffff
1634,8966d321e87ffff
1635,8966d321e8fffff
1636,8966d321e83ffff
1637,8966d321ed7ffff
1638,8966d321edbffff
1639,8966d32133bffff
1640,8966d321377ffff
1641,8966d321367ffff
1642,8966d32ad93ffff
1643,8966d321e5bffff
1644,8966d321e57ffff
1645,8966d321ebbffff
1646,8966d321eb3ffff
1647,8966d321c4bffff
1648,8966d321333ffff
1649,8966d321363ffff
1650,8966d32136bffff
1651,8966d32136fffff
1652,8966d321e03ffff
1653,8966d321e17ffff
1654,8966d321c47ffff
1655,8966d321c4fffff
1656,8966d321c43ffff
1657,8966d321e97ffff
1658,8966d321e9bffff
1659,8966d321ed3ffff
1660,8966d32130fffff
1661,8966d321373ffff
1662,8966d32137bffff
1663,8966d32acb7ffff
1664,8966d32aca3ffff
1665,8966d32aca7ffff
1666,8966d32add3ffff
1667,8966d32ad9bffff
1668,8966d32ad97ffff
1669,8966d321e43ffff
1670,8966d321ea3ffff
1671,8966d321eb7ffff
1672,8966d321c7bffff
1673,8966d321c73ffff
1674,8966d321c0bffff
1675,8966d321c5bffff
1676,8966d321e93ffff
1677,8966d32116fffff
1678,8966d3213afffff
1679,8966d321307ffff
1680,8966d32134fffff
1681,8966d32acb3ffff
1682,8966d32acbbffff
1683,8966d32acabffff
1684,8966d32acafffff
1685,8966d32add7ffff
1686,8966d32ad83ffff
1687,8966d321e4bffff
1688,8966d321e0bffff
1689,8966d321eabffff
1690,8966d321c63ffff
1691,8966d321c3bffff
1692,8966d321c07ffff
1693,8966d321c0fffff
1694,8966d321c03ffff
1695,8966d321c57ffff
1696,8966d3213a7ffff
1697,8966d321347ffff
1698,8966d32ac8fffff
1699,8966d32ac17ffff
1700,8966d32ac03ffff
1701,8966d32ac07ffff
1702,8966d32ac33ffff
1703,8966d32addbffff
1704,8966d321e47ffff
1705,8966d321e07ffff
1706,8966d321ea7ffff
1707,8966d321c6bffff
1708,8966d321c77ffff
1709,8966d321c33ffff
1710,8966d321cabffff
1711,8966d321c1bffff
1712,8966d321c53ffff
1713,8966d32112fffff
1714,8966d321167ffff
1715,8966d32116bffff
1716,8966d3213abffff
1717,8966d32130bffff
1718,8966d32134bffff
1719,8966d32ac87ffff
1720,8966d32ac13ffff
1721,8966d32ac1bffff
1722,8966d32ac0bffff
1723,8966d32ac0fffff
1724,8966d32ac37ffff
1725,8966d32adc3ffff
1726,8966d32ad8bffff
1727,8966d32ad87ffff
1728,8966d321e0fffff
1729,8966d321eafffff
1730,8966d321c67ffff
1731,8966d321c2bffff
1732,8966d321c23ffff
1733,8966d321ddbffff
1734,8966d321ca7ffff
1735,8966d321cafffff
1736,8966d321c17ffff
1737,8966d321ccfffff
1738,8966d321127ffff
1739,8966d3213a3ffff
1740,8966d321303ffff
1741,8966d321343ffff
1742,8966d32ac8bffff
1743,8966d32acc7ffff
1744,8966d32accfffff
1745,8966d32ac57ffff
1746,8966d32ac43ffff
1747,8966d32ac47ffff
1748,8966d32ac73ffff
1749,8966d32ac3bffff
1750,8966d32adcbffff
1751,8966d32adc7ffff
1752,8966d321e4fffff
1753,8966d321e73ffff
1754,8966d321e33ffff
1755,8966d3218d3ffff
1756,8966d321c6fffff
1757,8966d321c27ffff
1758,8966d321c37ffff
1759,8966d33a56bffff
1760,8966d33a0b7ffff
1761,8966d33a0a3ffff
1762,8966d33a0abffff
1763,8966d33a0afffff
1764,8966d33a0a7ffff
1765,8966d33a567ffff
1766,8966d33a563ffff
1767,8966d33a0bbffff
1768,8966d33a017ffff
1769,8966d33a007ffff
1770,8966d33a1d3ffff
1771,8966d33a56fffff
1772,8966d33a52bffff
1773,8966d33a577ffff
1774,8966d33a57bffff
1775,8966d33a0b3ffff
1776,8966d33a003ffff
1777,8966d33a00bffff
1778,8966d33a00fffff
1779,8966d33a033ffff
1780,8966d33a1dbffff
1781,8966d33a19bffff
1782,8966d33a193ffff
1783,8966d33a52fffff
1784,8966d33a527ffff
1785,8966d33a523ffff
1786,8966d33a573ffff
1787,8966d33a08fffff
1788,8966d33a013ffff
1789,8966d33a01bffff
1790,8966d33a057ffff
1791,8966d33a047ffff
1792,8966d33a1d7ffff
1793,8966d33125bffff
1794,8966d3312cfffff
1795,8966d3312cbffff
1796,8966d33a537ffff
1797,8966d33a53bffff
1798,8966d33a54fffff
1799,8966d33a0cfffff
1800,8966d33a053ffff
1801,8966d33a05bffff
1802,8966d33a04bffff
1803,8966d33a043ffff
1804,8966d33a04fffff
1805,8966d33a073ffff
1806,8966d33a03bffff
1807,8966d33a037ffff
1808,8966d33a183ffff
1809,8966d33a197ffff
1810,8966d331253ffff
1811,8966d3312c7ffff
1812,8966d3312c3ffff
1813,8966d3312dbffff
1814,8966d33a533ffff
1815,8966d33a50fffff
1816,8966d33a547ffff
1817,8966d33a087ffff
1818,8966d33a0c7ffff
1819,8966d33a62fffff
1820,8966d33a297ffff
1821,8966d33a287ffff
1822,8966d33a07bffff
1823,8966d33a077ffff
1824,8966d33a023ffff
1825,8966d33a1c3ffff
1826,8966d331243ffff
1827,8966d331257ffff
1828,8966d33121bffff
1829,8966d33128fffff
1830,8966d33128bffff
1831,8966d3312d7ffff
1832,8966d33a54bffff
1833,8966d33a08bffff
1834,8966d33a0cbffff
1835,8966d33a627ffff
1836,8966d33a293ffff
1837,8966d33a29bffff
1838,8966d33a28bffff
1839,8966d33a283ffff
1840,8966d33a28fffff
1841,8966d33a2b3ffff
1842,8966d33a1cbffff
1843,8966d33a18bffff
1844,8966d33124bffff
1845,8966d331203ffff
1846,8966d331213ffff
1847,8966d331287ffff
1848,8966d331283ffff
1849,8966d33129bffff
1850,8966d3312d3ffff
1851,8966d33a5afffff
1852,8966d33a507ffff
1853,8966d33a50bffff
1854,8966d33a083ffff
1855,8966d33a0c3ffff
1856,8966d33a623ffff
1857,8966d33a62bffff
1858,8966d33a667ffff
1859,8966d33a66fffff
1860,8966d33a2d7ffff
1861,8966d33a2c7ffff
1862,8966d33a2bbffff
1863,8966d33a2b7ffff
1864,8966d33a063ffff
1865,8966d33a02bffff
1866,8966d33a1c7ffff
1867,8966d33a187ffff
1868,8966d331247ffff
1869,8966d33120bffff
1870,8966d331217ffff
1871,8966d3312bbffff
1872,8966d33104fffff
1873,8966d33104bffff
1874,8966d331297ffff
1875,8966d33166fffff
1876,8966d33a5a7ffff
1877,8966d33a5abffff
1878,8966d33a543ffff
1879,8966d33a097ffff
1880,8966d33a0d7ffff
1881,8966d33a637ffff
1882,8966d33a66bffff
1883,8966d33a2d3ffff
1884,8966d33a2dbffff
1885,8966d33a2cbffff
1886,8966d33a2c3ffff
1887,8966d33a213ffff
1888,8966d33a06bffff
1889,8966d33a027ffff
1890,8966d33a1cfffff
1891,8966d33a18fffff
1892,8966d33124fffff
1893,8966d331207ffff
1894,8966d3312abffff
1895,8966d3312a3ffff
1896,8966d3312b3ffff
1897,8966d3312b7ffff
1898,898e62c5457ffff
1899,898e62c5443ffff
1900,898e62c545bffff
1901,898e62c5697ffff
1902,898e62c544bffff
1903,898e62c540bffff
1904,898e62c541bffff
1905,898e62c5453ffff
1906,898e62c092fffff
1907,898e62c5693ffff
1908,898e62c5683ffff
1909,898e62c5447ffff
1910,898e62c5403ffff
1911,898e62c54cfffff
1912,898e62c569bffff
1913,898e62c568bffff
1914,898e62c5687ffff
1915,898e62c544fffff
1916,898e62c540fffff
1917,898e62c54abffff
1918,898e62c5417ffff
1919,898e62c5413ffff
1920,898e62c0927ffff
1921,898e62c0967ffff
1922,898e62c096fffff
1923,898e62c56d3ffff
1924,898e62c56d7ffff
1925,898e62c5473ffff
1926,898e62c5407ffff
1927,898e62c54a3ffff
1928,898e62c54bbffff
1929,898e62c548fffff
1930,898e62c54c7ffff
1931,898e62c54cbffff
1932,898e62c092bffff
1933,898e62c096bffff
1934,898e62c0ba7ffff
1935,898e62c56dbffff
1936,898e62c56c3ffff
1937,898e62c56c7ffff
1938,898e62c568fffff
1939,898e62c56b3ffff
1940,898e62c547bffff
1941,898e62c5433ffff
1942,898e62c54afffff
1943,898e62c54a7ffff
1944,898e62c54b7ffff
1945,898e62c54b3ffff
1946,898e62c0923ffff
1947,898e62c0963ffff
1948,898e62c0bafffff
1949,898e62c0b33ffff
1950,898e62c0b37ffff
1951,898e62c56cbffff
1952,898e62c5477ffff
1953,898e62c543bffff
1954,898e62c736fffff
1955,898e62c7363ffff
1956,898e62c736bffff
1957,898e62c737bffff
1958,898e62c5487ffff
1959,898e62c548bffff
1960,898e62c54c3ffff
1961,898e62c0937ffff
1962,898e62c0977ffff
1963,898e62c0bb7ffff
1964,898e62c0ba3ffff
1965,898e62c0babffff
1966,898e62c0b07ffff
1967,898e62c0b3bffff
1968,898e62c0b23ffff
1969,898e62c0b27ffff
1970,898e62c56cfffff
1971,898e62c5613ffff
1972,898e62c56bbffff
1973,898e62c56b7ffff
1974,898e62c5437ffff
1975,898e62c55dbffff
1976,898e62c55d3ffff
1977,898e62c7367ffff
1978,898e62c7377ffff
1979,898e62c734fffff
1980,898e62c093bffff
1981,898e62c097bffff
1982,898e62c0b17ffff
1983,898e62c0b03ffff
1984,898e62c0b0fffff
1985,898e62c0b77ffff
1986,898e62c0b2bffff
1987,898e62c561bffff
1988,898e62c5617ffff
1989,898e62c5463ffff
1990,898e62c5423ffff
1991,898e62c55c3ffff
1992,898e62c55d7ffff
1993,898e62c559bffff
1994,898e62c732bffff
1995,898e62c7373ffff
1996,898e62c7347ffff
1997,898e62c734bffff
1998,898e62c5483ffff
1999,898e62c54d7ffff
2000,898e62c54dbffff
2001,898e62c0973ffff
2002,898e62c0bb3ffff
2003,898e62c0bbbffff
2004,898e62c0b0bffff
2005,898e62c0b47ffff
2006,898e62c0b73ffff
2007,898e62c0b2fffff
2008,898e62c5653ffff
2009,898e62c56a3ffff
2010,898e62c546bffff
2011,898e62c542bffff
2012,898e62c55cbffff
2013,898e62c5593ffff
2014,898e62c732fffff
2015,898e62c0c6fffff
2016,898e62c08d3ffff
2017,898e62c0ea7ffff
2018,898e62c0eafffff
2019,898e62c08dbffff
2020,898e62c08d7ffff
2021,898e62c089bffff
2022,898e62c0c6bffff
2023,898e62c0eabffff
2024,898e62c0e33ffff
2025,898e62c0e37ffff
2026,898e62c08c3ffff
2027,898e62c0893ffff
2028,898e62c0c67ffff
2029,898e62c0ea3ffff
2030,898e62c0e07ffff
2031,898e62c0e0fffff
2032,898e62c0e3bffff
2033,898e62c088bffff
2034,898e62c0883ffff
2035,898e62c0d5bffff
2036,898e62c0c2fffff
2037,898e62c0c2bffff
2038,898e62c0c63ffff
2039,898e62c0e17ffff
2040,898e62c0e03ffff
2041,898e62c0e0bffff
2042,898e62c0e73ffff
2043,898e62c0e77ffff
2044,898e62c0e23ffff
2045,898e62c08cbffff
2046,898e62c0897ffff
2047,898e62c0d43ffff
2048,898e62c0d53ffff
2049,898e62c0c27ffff
2050,898e62c0eb7ffff
2051,898e62c0ebbffff
2052,898e62c0e47ffff
2053,898e62c0e7bffff
2054,898e62c08c7ffff
2055,898e62c0887ffff
2056,898e62c0d4bffff
2057,898e62c0d57ffff
2058,898e62c0dcfffff
2059,898e62c0c23ffff
2060,898e62c0c77ffff
2061,898e62c0c7bffff
2062,898e62c0e1bffff
2063,898e62c0e57ffff
2064,898e62c0e43ffff
2065,898e62c0e4bffff
2066,898e62c0e4fffff
2067,898e62c0e63ffff
2068,898e62c0e2bffff
2069,898e62c0e27ffff
2070,898e62c08cfffff
2071,898e62c088fffff
2072,898e62c0d4fffff
2073,898e62c0d47ffff
2074,898e62c0d03ffff
2075,898e62c0d1bffff
2076,898e62c0dcbffff
2077,898e62c0eb3ffff
2078,898e62c0e13ffff
2079,898e62c0e53ffff
2080,898e62c0e5bffff
2081,898e62c1d97ffff
2082,898e62c1d87ffff
2083,898e62c1db3ffff
2084,898e62c1db7ffff
2085,898e62c0e67ffff
2086,898e62c0e2fffff
2087,898e62c0813ffff
2088,898e62c08b3ffff
2089,898e62c0d0bffff
2090,898e62c0d17ffff
2091,898e62c0d13ffff
2092,898e62c0dc7ffff
2093,898e62c0dc3ffff
2094,898e62c0c37ffff
2095,898e62c0c3bffff
2096,898e62c0c73ffff
2097,898e62c0c4fffff
2098,898e62c0e8fffff
2099,898e62c0ecfffff
2100,898e62c1d83ffff
2101,898e62c1d8fffff
2102,898e62c1dbbffff
2103,898e62c1da3ffff
2104,898e62c0e6bffff
2105,898e62c0853ffff
2106,898e62c081bffff
2107,898e62c08bbffff
2108,898e62c0d7bffff
2109,898e62c0d73ffff
2110,898e62c0d0fffff
2111,898e62c0d07ffff
2112,898e62c0dabffff
2113,898e62c0da3ffff
2114,898e62c0dbbffff
2115,898e62c0d8fffff
2116,898e62c0d8bffff
2117,898e62c0e87ffff
2118,898e62c0ec7ffff
2119,898e62c0327ffff
2120,898e62c032fffff
2121,898e62c1d93ffff
2122,898e62c1d9bffff
2123,898e62c1d8bffff
2124,898e62c1d13ffff
2125,898e62c1d17ffff
2126,898e62c0e6fffff
2127,898e62c0a93ffff
2128,898e62c085bffff
2129,898e62c0817ffff
2130,898e62c08b7ffff
2131,898e62c0d3bffff
2132,898e62c0d33ffff
2133,898e62c7483ffff
2134,898e62c749bffff
2135,898e62c74d7ffff
2136,898e62c74c3ffff
2137,898e62c748bffff
2138,898e62c7497ffff
2139,898e62c74d3ffff
2140,898e62c74dbffff
2141,898e62c74cbffff
2142,898e62c74c7ffff
2143,898e62c748fffff
2144,898e62c7487ffff
2145,898e62d5b4bffff
2146,898e62c7493ffff
2147,898e62d5a6fffff
2148,898e62c29afffff
2149,898e62c2937ffff
2150,898e62c2933ffff
2151,898e62c74cfffff
2152,898e62d5b47ffff
2153,898e62d5b43ffff
2154,898e62d5b5bffff
2155,898e62c29a7ffff
2156,898e62c293bffff
2157,898e62c2923ffff
2158,898e62c2927ffff
2159,898e62c7413ffff
2160,898e62c74b3ffff
2161,898e62d5b4fffff
2162,898e62d5b0bffff
2163,898e62d5b57ffff
2164,898e62d5b53ffff
2165,898e62d5a2fffff
2166,898e62d5a67ffff
2167,898e62d5a6bffff
2168,898e62c29abffff
2169,898e62c2907ffff
2170,898e62c290fffff
2171,898e62c2977ffff
2172,898e62c292bffff
2173,898e62c292fffff
2174,898e62c7453ffff
2175,898e62c741bffff
2176,898e62c74bbffff
2177,898e62d5b7bffff
2178,898e62d5b73ffff
2179,898e62d5b0fffff
2180,898e62d5b03ffff
2181,898e62d5b1bffff
2182,898e62d5a27ffff
2183,898e62d5a2bffff
2184,898e62c29a3ffff
2185,898e62c290bffff
2186,898e62c2973ffff
2187,898e62c297bffff
2188,898e62c2963ffff
2189,898e62c2967ffff
2190,898e62c7417ffff
2191,898e62c74b7ffff
2192,898e62d5b07ffff
2193,898e62d5babffff
2194,898e62d5b17ffff
2195,898e62d5bcfffff
2196,898e62d5a63ffff
2197,898e62c2903ffff
2198,898e62c2947ffff
2199,898e62c294fffff
2200,898e62c2bb7ffff
