h3id,NO2
898e62d0eabffff,9.315158974358974
898e62d5987ffff,76.10076521739128
898e62c545bffff,3.7376190476190474
898e62c08d3ffff,19.44277840909091
898e62c74d7ffff,17.850524193548384
898e62c044bffff,86.09782594417076
898e62d5857ffff,53.02760843373494
898e62d5223ffff,38.558744047619044
